,City,Country,Lat,Lon,MaxTemp,MinTemp,Humidity,Cloudniness,Wind Speed,Current Description
353,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
355,San Cristobal,VE,7.7669,-72.225,77.18,77.18,97,99,2.95,overcast clouds
356,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
357,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
358,New Norfolk,AU,-42.7826,147.0587,52.92,49.5,72,100,1.72,overcast clouds
359,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
360,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
361,Carnarvon,AU,-24.8667,113.6333,63.54,63.54,30,0,19.89,clear sky
362,Bethel,US,41.3712,-73.414,79.63,72.57,69,100,4.52,overcast clouds
363,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
364,George Town,MY,5.4112,100.3354,84.88,79.95,91,20,2.3,few clouds
365,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
366,Kaeo,NZ,-35.1,173.7833,59.32,59.32,59,9,9.37,clear sky
367,Kapaa,US,22.0752,-159.319,84.18,82.11,69,20,17.27,few clouds
368,Cockburn Town,TC,21.4612,-71.1419,82.27,82.27,76,10,19.28,clear sky
369,Mount Isa,AU,-20.7333,139.5,69.57,69.57,32,68,9.22,broken clouds
370,Iracoubo,GF,5.4802,-53.2011,78.96,78.96,81,43,6.73,scattered clouds
371,Kokstad,ZA,-30.5472,29.4241,53.4,53.4,30,97,4.88,overcast clouds
372,Lagoa,PT,39.05,-27.9833,73.35,73.35,83,98,13.13,light rain
373,Touros,BR,-5.1989,-35.4608,74.57,74.57,85,60,9.73,broken clouds
374,Fort-Shevchenko,KZ,44.5086,50.263,82.35,82.35,36,24,12.35,few clouds
375,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
376,Ingham,US,42.6,-84.3833,73.02,64.83,64,0,6.91,clear sky
377,Petropavlovskaya,RU,45.0819,40.4512,68.4,68.4,84,92,5.32,overcast clouds
378,Tocache,PE,-8.1842,-76.5125,70.61,70.61,90,61,0.92,broken clouds
379,Iralaya,HN,15.0,-83.2333,79.29,79.29,87,100,10.27,overcast clouds
380,Khatanga,RU,71.9667,102.5,49.15,49.15,64,100,11.32,overcast clouds
381,Bethel,US,41.3712,-73.414,79.63,72.57,69,100,4.52,overcast clouds
382,Nemuro,JP,43.3236,145.575,66.45,66.45,99,100,19.1,light rain
383,New Norfolk,AU,-42.7826,147.0587,52.92,49.5,72,100,1.72,overcast clouds
384,Acapulco de Juárez,MX,16.8634,-99.8901,81.16,81.16,80,100,4.36,overcast clouds
386,Saint George,US,37.1041,-113.5841,88.25,85.62,47,0,4.61,clear sky
387,Vanavara,RU,60.34,102.2797,55.42,55.42,79,99,6.26,overcast clouds
388,Hobart,AU,-42.8794,147.3294,53.26,49.86,77,20,4.61,few clouds
389,Alyangula,AU,-13.8483,136.4192,78.82,78.82,60,31,8.43,scattered clouds
390,Jamestown,US,42.097,-79.2353,71.19,65.95,66,0,6.91,clear sky
391,Denizli Province,TR,37.8402,29.0698,72.86,72.86,59,4,2.71,clear sky
392,Upernavik,GL,72.7868,-56.1549,41.83,41.83,81,100,9.04,overcast clouds
393,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
394,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
395,Sol'-Iletsk,RU,51.1631,54.9918,68.07,68.07,73,93,12.75,overcast clouds
397,Geraldton,AU,-28.7667,114.6,55.81,55.81,58,0,25.32,clear sky
398,Bluff,NZ,-46.6,168.3333,44.8,44.8,68,97,10.47,overcast clouds
399,Hobart,AU,-42.8794,147.3294,53.26,49.86,77,20,4.61,few clouds
400,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
401,Ciudad Bolivar,VE,8.1222,-63.5497,81.12,81.12,78,100,7.47,overcast clouds
402,Bredasdorp,ZA,-34.5322,20.0403,53.1,53.1,78,98,9.22,light rain
403,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
404,Laas,IT,46.6166,10.7002,65.28,65.28,91,93,2.82,overcast clouds
405,Alofi,NU,-19.0595,-169.9187,80.49,80.49,74,40,12.66,scattered clouds
406,Pangnirtung,CA,66.1451,-65.7125,49.59,49.59,71,48,2.1,scattered clouds
407,Yuancheng,CN,36.652,107.7896,79.3,79.3,61,0,12.19,clear sky
408,Qaanaaq,GL,77.484,-69.3632,37.96,37.96,74,100,6.89,overcast clouds
409,Bengkulu,ID,-3.8004,102.2655,78.04,78.04,86,89,2.86,overcast clouds
411,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
412,Bambous Virieux,MU,-20.3428,57.7575,69.22,64.65,94,40,12.66,light rain
413,Mar del Plata,AR,-38.0023,-57.5575,52.88,50.02,81,0,17.0,clear sky
414,Mahébourg,MU,-20.4081,57.7,69.26,64.69,94,40,12.66,scattered clouds
415,Matagami,CA,49.7502,-77.6328,57.31,57.31,67,0,10.36,clear sky
417,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
419,Jamestown,US,42.097,-79.2353,71.19,65.95,66,0,6.91,clear sky
420,Oudtshoorn,ZA,-33.5907,22.2014,52.16,52.16,92,100,1.07,overcast clouds
421,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
422,Codrington,AU,-38.2667,141.9667,50.67,50.67,83,100,7.96,overcast clouds
424,Boa Vista,BR,2.8197,-60.6733,80.58,80.58,69,40,5.75,scattered clouds
425,Sabang,ID,5.8933,95.3214,81.84,81.84,74,100,16.89,overcast clouds
426,Esperance,AU,-33.8667,121.9,54.88,54.88,65,84,7.25,broken clouds
427,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
429,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
430,Vuktyl,RU,63.8567,57.3094,52.38,52.38,79,100,6.6,overcast clouds
431,Jamestown,US,42.097,-79.2353,71.19,65.95,66,0,6.91,clear sky
432,Saint-Pierre,RE,-21.3393,55.4781,67.91,61.18,66,0,6.91,clear sky
434,Katsuura,JP,35.1333,140.3,86.02,86.02,76,6,20.74,clear sky
435,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
436,Indianola,US,41.3581,-93.5574,84.69,76.71,69,56,16.31,broken clouds
437,Coyhaique,CL,-45.5752,-72.0662,43.41,40.95,81,75,3.44,broken clouds
438,Bubaque,GW,11.2833,-15.8333,80.06,80.06,80,100,14.74,light rain
439,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
440,Ponta Delgada,PT,37.7333,-25.6667,72.32,72.32,83,20,9.22,few clouds
441,Guarujá,BR,-23.9931,-46.2564,63.9,63.9,26,73,7.4,broken clouds
442,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
443,Los Llanos de Aridane,ES,28.6585,-17.9182,69.55,67.12,91,0,14.97,clear sky
444,Carnarvon,AU,-24.8667,113.6333,63.54,63.54,30,0,19.89,clear sky
445,Bay City,US,43.5945,-83.8889,70.02,64.4,62,0,5.75,clear sky
446,Castro,BR,-24.7911,-50.0119,45.16,45.16,95,0,4.07,clear sky
447,Hilo,US,19.7297,-155.09,91.27,79.61,73,75,12.66,broken clouds
448,Pangody,RU,65.85,74.4859,57.72,57.72,56,100,11.43,overcast clouds
449,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
451,Kyzyl-Suu,KG,42.3414,78.0056,60.48,60.48,79,81,3.8,broken clouds
452,Saint-Philippe,RE,-21.3585,55.7679,64.22,61.11,84,15,11.01,light rain
453,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
454,Nuuk,GL,64.1835,-51.7216,47.01,45.88,71,49,9.22,scattered clouds
455,Touros,BR,-5.1989,-35.4608,74.57,74.57,85,60,9.73,broken clouds
457,Bluff,NZ,-46.6,168.3333,44.8,44.8,68,97,10.47,overcast clouds
459,Neiafu,TO,-18.65,-173.9833,75.88,75.88,94,75,4.61,broken clouds
460,Markova,UA,48.6758,24.4138,52.83,52.83,91,0,3.94,clear sky
461,Provideniya,RU,64.3833,-173.3,53.71,53.37,87,75,15.66,fog
462,Padang,ID,-0.9492,100.3543,75.25,75.25,83,38,1.63,scattered clouds
463,Khatanga,RU,71.9667,102.5,49.15,49.15,64,100,11.32,overcast clouds
464,Inta,RU,66.0317,60.1659,55.47,55.47,70,100,13.27,overcast clouds
465,Jamestown,US,42.097,-79.2353,71.19,65.95,66,0,6.91,clear sky
466,Siedlce,PL,52.1677,22.2901,62.2,62.2,84,85,7.65,overcast clouds
467,Jamestown,US,42.097,-79.2353,71.19,65.95,66,0,6.91,clear sky
468,Bredasdorp,ZA,-34.5322,20.0403,53.1,53.1,78,98,9.22,light rain
469,Esperance,AU,-33.8667,121.9,54.88,54.88,65,84,7.25,broken clouds
470,Hermanus,ZA,-34.4187,19.2345,51.8,51.8,88,100,12.71,moderate rain
471,Faanui,PF,-16.4833,-151.75,79.14,79.14,71,5,14.36,clear sky
473,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
474,Fortuna,US,40.5982,-124.1573,72.93,64.09,71,0,12.66,clear sky
475,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
476,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
477,Yellowknife,CA,62.456,-114.3525,64.92,64.92,42,40,9.22,scattered clouds
479,Chimbote,PE,-9.0853,-78.5783,62.42,62.42,84,65,9.66,broken clouds
480,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
481,Charters Towers,AU,-20.1,146.2667,72.93,72.93,49,0,10.11,clear sky
482,Takāb,IR,36.4009,47.1133,71.29,71.29,50,0,6.91,clear sky
484,Atambua,ID,-9.1061,124.8925,80.62,80.62,62,10,2.66,clear sky
485,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
486,Matara,LK,5.9485,80.5353,76.66,76.66,93,73,7.9,broken clouds
487,Saskylakh,RU,71.9167,114.0833,45.14,45.14,61,100,8.55,overcast clouds
489,Phalodi,IN,27.1333,72.3667,85.19,85.19,65,99,14.76,overcast clouds
490,George Town,MY,5.4112,100.3354,84.88,79.95,91,20,2.3,few clouds
491,Kiryat Gat,IL,31.61,34.7642,76.82,75.88,79,0,2.77,clear sky
492,Saint-Philippe,RE,-21.3585,55.7679,64.22,61.11,84,15,11.01,light rain
493,Darhan,MN,49.4867,105.9228,65.01,65.01,67,7,4.81,clear sky
494,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
495,Mar del Plata,AR,-38.0023,-57.5575,52.88,50.02,81,0,17.0,clear sky
496,Lagoa,PT,39.05,-27.9833,73.35,73.35,83,98,13.13,light rain
497,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
498,Lhokseumawe,ID,5.1801,97.1507,79.45,79.45,84,100,2.8,overcast clouds
499,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
500,Avera,US,33.194,-82.5271,75.25,73.38,65,47,6.22,light rain
501,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
502,Yangi Marg`ilon,UZ,40.4272,71.7189,72.32,72.32,46,0,4.61,clear sky
504,Yerbogachën,RU,61.2767,108.0108,54.93,54.93,88,100,6.29,overcast clouds
505,Ilulissat,GL,69.2167,-51.1,41.02,41.02,93,100,3.44,overcast clouds
506,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
507,Manaure,CO,11.7751,-72.4445,83.71,83.71,72,97,12.41,overcast clouds
508,Mar del Plata,AR,-38.0023,-57.5575,52.88,50.02,81,0,17.0,clear sky
509,Butaritari,KI,3.0707,172.7902,82.09,82.09,75,27,13.2,scattered clouds
510,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
511,Bilma,NE,18.6853,12.9164,92.52,92.52,18,21,6.53,few clouds
512,Mar del Plata,AR,-38.0023,-57.5575,52.88,50.02,81,0,17.0,clear sky
513,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
514,Abu Samrah,SY,35.3029,37.1841,72.59,72.59,77,0,10.74,clear sky
515,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
516,Hilo,US,19.7297,-155.09,91.27,79.61,73,75,12.66,broken clouds
517,Dingle,PH,10.9995,122.6711,82.45,82.45,80,97,3.0,overcast clouds
519,Havøysund,NO,70.9963,24.6622,50.23,50.23,92,100,39.39,light rain
520,Severo-Kuril'sk,RU,50.6789,156.125,57.24,57.24,95,100,10.89,overcast clouds
521,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
522,São Filipe,CV,14.8961,-24.4956,78.22,78.22,79,96,11.01,overcast clouds
523,Khatanga,RU,71.9667,102.5,49.15,49.15,64,100,11.32,overcast clouds
524,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
525,Pochutla,MX,15.7432,-96.4661,78.62,77.83,87,100,2.89,overcast clouds
526,Pisco,PE,-13.7,-76.2167,60.85,59.02,82,20,10.36,few clouds
527,Egvekinot,RU,66.3167,-179.1667,50.95,50.95,81,100,4.92,overcast clouds
528,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
529,Khatanga,RU,71.9667,102.5,49.15,49.15,64,100,11.32,overcast clouds
530,Yangi Marg`ilon,UZ,40.4272,71.7189,72.32,72.32,46,0,4.61,clear sky
531,Barrow,US,71.2906,-156.7887,46.42,46.42,93,100,19.57,mist
532,Ahipara,NZ,-35.1667,173.1667,55.81,55.81,59,10,13.71,clear sky
533,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
534,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
535,Clyde River,CA,70.4692,-68.5914,44.83,44.83,87,40,2.3,scattered clouds
536,Provideniya,RU,64.3833,-173.3,53.71,53.37,87,75,15.66,fog
537,Naze,JP,28.3667,129.4833,86.92,86.92,72,91,4.32,overcast clouds
538,Tuktoyaktuk,CA,69.4541,-133.0374,53.6,53.6,82,75,12.66,broken clouds
539,Tura,IN,25.5198,90.2201,76.14,76.14,88,19,4.68,few clouds
540,Galveston,US,29.3669,-94.9669,89.56,83.97,72,0,11.5,clear sky
541,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
542,Mar del Plata,AR,-38.0023,-57.5575,52.88,50.02,81,0,17.0,clear sky
543,Padang,ID,-0.9492,100.3543,75.25,75.25,83,38,1.63,scattered clouds
544,Lorengau,PG,-2.0226,147.2712,82.35,82.35,76,100,4.76,light rain
545,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
546,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
547,Qaanaaq,GL,77.484,-69.3632,37.96,37.96,74,100,6.89,overcast clouds
548,Castro,BR,-24.7911,-50.0119,45.16,45.16,95,0,4.07,clear sky
549,Cabo San Lucas,MX,22.8909,-109.9124,92.61,88.18,48,20,11.5,few clouds
550,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
551,Qaanaaq,GL,77.484,-69.3632,37.96,37.96,74,100,6.89,overcast clouds
552,Tasiilaq,GL,65.6145,-37.6368,32.16,32.16,78,6,1.52,clear sky
553,Oppdal,NO,62.5943,9.6912,53.8,53.8,96,100,2.17,overcast clouds
554,Tāndā,IN,26.55,82.65,81.32,81.32,80,16,14.88,few clouds
556,Marinette,US,45.1,-87.6307,70.25,64.89,52,0,9.22,clear sky
557,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
558,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
559,Souillac,MU,-20.5167,57.5167,64.78,64.78,94,40,12.66,light rain
560,Portland,US,45.5234,-122.6762,89.82,82.69,39,40,6.91,scattered clouds
561,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
562,Castro,BR,-24.7911,-50.0119,45.16,45.16,95,0,4.07,clear sky
563,Oranjemund,NA,-28.55,16.4333,53.65,53.65,95,51,2.06,broken clouds
564,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
565,Botshabelo,ZA,-29.2702,26.7052,38.57,38.57,29,1,6.4,clear sky
566,Khatanga,RU,71.9667,102.5,49.15,49.15,64,100,11.32,overcast clouds
567,Bengkulu,ID,-3.8004,102.2655,78.04,78.04,86,89,2.86,overcast clouds
568,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
569,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
570,Saint Paul Harbor,US,57.79,-152.4072,58.51,58.51,88,100,6.91,overcast clouds
571,Kapaa,US,22.0752,-159.319,84.18,82.11,69,20,17.27,few clouds
572,Tiksi,RU,71.6872,128.8694,39.72,39.72,90,100,8.46,overcast clouds
573,Broken Hill,AU,-31.95,141.4333,57.85,57.85,48,13,20.22,few clouds
574,Kapaa,US,22.0752,-159.319,84.18,82.11,69,20,17.27,few clouds
575,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
577,Hermanus,ZA,-34.4187,19.2345,51.8,51.8,88,100,12.71,moderate rain
578,Biržai,LT,56.2,24.75,55.62,55.62,85,6,2.68,clear sky
579,Resistencia,AR,-27.4606,-58.9839,61.11,58.08,72,0,8.05,clear sky
580,Hegang,CN,47.4,130.3667,69.08,69.08,59,5,5.57,clear sky
581,Lompoc,US,34.6391,-120.4579,84.78,66.92,70,0,14.97,clear sky
582,Saldanha,ZA,-33.0117,17.9442,55.45,55.45,89,100,13.49,light rain
583,Arlit,NE,18.7369,7.3853,95.92,95.92,12,12,9.46,few clouds
585,Lagoa,PT,39.05,-27.9833,73.35,73.35,83,98,13.13,light rain
586,Huarmey,PE,-10.0681,-78.1522,62.53,62.53,84,46,9.91,scattered clouds
587,Barrow,US,71.2906,-156.7887,46.42,46.42,93,100,19.57,mist
588,Qaanaaq,GL,77.484,-69.3632,37.96,37.96,74,100,6.89,overcast clouds
589,Lebu,CL,-37.6167,-73.65,49.66,49.66,92,100,7.78,overcast clouds
590,Kavieng,PG,-2.5744,150.7967,83.32,83.32,71,100,12.28,light rain
591,Aitape,PG,-3.1374,142.3475,84.97,84.97,67,50,3.11,scattered clouds
592,Ghanzi,BW,-21.5667,21.7833,59.45,59.45,20,0,7.72,clear sky
593,Trincomalee,LK,8.5711,81.2335,80.22,80.22,80,93,18.88,overcast clouds
594,Uthal,PK,25.8072,66.6219,91.13,91.13,57,99,9.48,overcast clouds
595,Upernavik,GL,72.7868,-56.1549,41.83,41.83,81,100,9.04,overcast clouds
596,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
597,Upernavik,GL,72.7868,-56.1549,41.83,41.83,81,100,9.04,overcast clouds
598,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
599,Port-Gentil,GA,-0.7193,8.7815,74.34,74.34,80,93,12.08,overcast clouds
600,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
601,Husavik,IS,66.0449,-17.3389,48.4,48.4,78,86,4.99,overcast clouds
602,Souillac,MU,-20.5167,57.5167,64.78,64.78,94,40,12.66,light rain
603,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
605,Ambulu,ID,-8.345,113.6058,79.5,79.5,80,9,1.83,clear sky
606,Khatanga,RU,71.9667,102.5,49.15,49.15,64,100,11.32,overcast clouds
607,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
608,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
609,Qaanaaq,GL,77.484,-69.3632,37.96,37.96,74,100,6.89,overcast clouds
610,Matagami,CA,49.7502,-77.6328,57.31,57.31,67,0,10.36,clear sky
611,Khatanga,RU,71.9667,102.5,49.15,49.15,64,100,11.32,overcast clouds
612,Khatanga,RU,71.9667,102.5,49.15,49.15,64,100,11.32,overcast clouds
613,New Norfolk,AU,-42.7826,147.0587,52.92,49.5,72,100,1.72,overcast clouds
614,Souillac,MU,-20.5167,57.5167,64.78,64.78,94,40,12.66,light rain
616,Esperance,AU,-33.8667,121.9,54.88,54.88,65,84,7.25,broken clouds
617,Tonantins,BR,-2.8731,-67.8022,75.74,75.74,84,87,2.84,overcast clouds
618,Nome,US,64.5011,-165.4064,51.87,50.11,82,100,8.05,overcast clouds
619,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
620,Thompson,CA,55.7435,-97.8558,77.16,77.16,44,75,13.8,broken clouds
621,Iqaluit,CA,63.7506,-68.5145,49.73,49.73,71,20,9.22,few clouds
622,Vung Tau,VN,10.346,107.0843,80.4,80.4,81,95,5.03,overcast clouds
623,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
624,Bermejo,AR,-32.8833,-68.8,53.51,53.51,58,0,4.61,clear sky
625,Novoasbest,RU,57.7422,60.2877,57.25,57.25,70,100,11.14,overcast clouds
626,Coyhaique,CL,-45.5752,-72.0662,43.41,40.95,81,75,3.44,broken clouds
627,Tasiilaq,GL,65.6145,-37.6368,32.16,32.16,78,6,1.52,clear sky
628,Hobart,AU,-42.8794,147.3294,53.26,49.86,77,20,4.61,few clouds
629,Yenagoa,NG,4.9247,6.2642,74.03,74.03,96,100,3.15,light rain
630,Mutum,BR,-19.8,-41.4383,64.6,64.6,52,100,3.24,overcast clouds
631,Yellowknife,CA,62.456,-114.3525,64.92,64.92,42,40,9.22,scattered clouds
632,Marzuq,YE,14.4,46.4667,78.49,78.49,61,100,7.2,overcast clouds
633,Saint-Philippe,RE,-21.3585,55.7679,64.22,61.11,84,15,11.01,light rain
634,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
635,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
636,Vuktyl,RU,63.8567,57.3094,52.38,52.38,79,100,6.6,overcast clouds
637,Bengkulu,ID,-3.8004,102.2655,78.04,78.04,86,89,2.86,overcast clouds
638,Tondano,ID,1.3038,124.9112,80.69,80.69,58,71,0.74,broken clouds
640,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
641,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
642,Mangaratiba,BR,-22.9597,-44.0406,63.46,63.46,81,100,7.18,overcast clouds
643,Hong Kong,HK,22.2855,114.1577,82.38,78.85,92,94,8.01,overcast clouds
644,New Norfolk,AU,-42.7826,147.0587,52.92,49.5,72,100,1.72,overcast clouds
645,Dikson,RU,73.5069,80.5464,44.67,44.67,91,91,21.25,overcast clouds
646,Kiama,AU,-34.6833,150.8667,62.26,57.99,69,100,3.0,overcast clouds
647,Norsup,VU,-16.0667,167.3833,78.33,78.33,57,0,17.25,clear sky
648,Nhulunbuy,AU,-12.2333,136.7667,83.01,83.01,57,20,17.27,few clouds
649,Khatanga,RU,71.9667,102.5,49.15,49.15,64,100,11.32,overcast clouds
650,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
651,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
652,Hermanus,ZA,-34.4187,19.2345,51.8,51.8,88,100,12.71,moderate rain
653,Tiksi,RU,71.6872,128.8694,39.72,39.72,90,100,8.46,overcast clouds
654,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
655,Safaga,EG,26.7292,33.9365,88.83,88.83,34,13,13.29,few clouds
656,Arraial do Cabo,BR,-22.9661,-42.0278,67.86,67.86,75,10,15.48,clear sky
657,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
658,Dolores,AR,-36.3132,-57.6792,46.72,46.72,79,0,8.14,clear sky
659,Władysławowo,PL,54.7909,18.4009,58.01,53.94,83,5,6.2,clear sky
660,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
662,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
663,Mar del Plata,AR,-38.0023,-57.5575,52.88,50.02,81,0,17.0,clear sky
664,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
665,Hobart,AU,-42.8794,147.3294,53.26,49.86,77,20,4.61,few clouds
666,Arraial do Cabo,BR,-22.9661,-42.0278,67.86,67.86,75,10,15.48,clear sky
667,Avarua,CK,-21.2078,-159.775,78.85,78.85,73,75,13.8,broken clouds
668,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
669,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
670,Itacarambi,BR,-15.1022,-44.0919,70.84,70.84,35,77,4.76,broken clouds
673,Chokurdakh,RU,70.6333,147.9167,53.47,53.47,56,73,7.56,broken clouds
674,Araouane,ML,18.9048,-3.5265,96.55,96.55,31,5,7.76,clear sky
675,Balkanabat,TM,39.5108,54.3671,83.43,83.43,24,0,12.82,clear sky
676,Kabinda,CD,-6.1333,24.4833,67.66,67.66,23,100,4.43,overcast clouds
677,Slave Lake,CA,55.2834,-114.769,73.38,73.38,60,0,16.11,clear sky
678,Hilo,US,19.7297,-155.09,91.27,79.61,73,75,12.66,broken clouds
679,Bredasdorp,ZA,-34.5322,20.0403,53.1,53.1,78,98,9.22,light rain
680,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
681,Mar del Plata,AR,-38.0023,-57.5575,52.88,50.02,81,0,17.0,clear sky
682,Saskylakh,RU,71.9167,114.0833,45.14,45.14,61,100,8.55,overcast clouds
684,Turbat,PK,26.0023,63.044,90.63,90.63,44,100,2.53,overcast clouds
686,Port Elizabeth,ZA,-33.918,25.5701,57.49,56.1,96,0,9.22,clear sky
687,Bethel,US,41.3712,-73.414,79.63,72.57,69,100,4.52,overcast clouds
688,Saint Paul Harbor,US,57.79,-152.4072,58.51,58.51,88,100,6.91,overcast clouds
689,Yellowknife,CA,62.456,-114.3525,64.92,64.92,42,40,9.22,scattered clouds
690,Jamestown,US,42.097,-79.2353,71.19,65.95,66,0,6.91,clear sky
691,Hobart,AU,-42.8794,147.3294,53.26,49.86,77,20,4.61,few clouds
692,Kruisfontein,ZA,-34.0033,24.7314,53.89,53.89,88,100,6.26,overcast clouds
693,Gushi,CN,34.6425,109.5843,87.75,87.75,58,0,4.41,clear sky
694,Alta Floresta,BR,-9.8756,-56.0861,73.81,73.81,44,2,3.87,clear sky
695,George Town,MY,5.4112,100.3354,84.88,79.95,91,20,2.3,few clouds
696,Nanortalik,GL,60.1432,-45.2371,43.63,43.63,91,28,7.16,scattered clouds
697,Bullhead City,US,35.1478,-114.5683,104.29,99.82,26,75,6.91,broken clouds
698,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
699,Hithadhoo,MV,-0.6,73.0833,82.22,82.22,73,40,9.71,scattered clouds
701,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
